"diagsum_position"	"reference_align_site"	"nodeid=0"	"nodeid=196"	"nodeid=396"	"nodeid=594"	"nodeid=793"	"nodeid=991"	"nodeid=1192"	"nodeid=1393"	"nodeid=1594"	"nodeid=1792"	"nodeid=1995"	"nodeid=2195"	"nodeid=2394"	"nodeid=2595"	"nodeid=2791"	"nodeid=2996"	"nodeid=3191"	"nodeid=3386"	"nodeid=3590"	"nodeid=3790"	"nodeid=3994"	"nodeid=4189"	"nodeid=4394"	"nodeid=4595"	"nodeid=4797"
"195"	"57"	"1.0220435442434923"	"1.0343177055964605"	"1.0129653088100758"	"1.0410077889594194"	"1.0438528703975896"	"1.0074510065517122"	"1.006839142019888"	"0.9293540625610541"	"0.943437728412459"	"0.9931966574010812"	"1.0288717961155174"	"1.0024954783898345"	"1.0079172405915167"	"1.0160181503238979"	"0.9753577257790986"	"0.9614971123880975"	"0.99625487474368"	"1.0175955429305903"	"1.0215392213396022"	"0.9869035160788464"	"0.9664940312561111"	"1.0248364446478742"	"1.021535141140666"	"1.0041093923885305"	"1.0204826167613756"
"196"	"58"	"0.9635394896625304"	"0.9528025694254716"	"0.93120902545184"	"0.9344540467938651"	"0.9778826337908085"	"0.95749269899237"	"0.9819080351473638"	"0.9959263714969718"	"1.008473425095772"	"0.9893843583475288"	"0.9400939288364296"	"0.9800459277348773"	"1.0148098502219158"	"0.988591885142971"	"0.9684845857740341"	"0.9858121994813736"	"0.9625041785710153"	"0.9373337143183819"	"0.9294832216366151"	"0.9541202360688255"	"0.9393578888940545"	"0.9590848847956558"	"0.9422707456456337"	"0.9423777402700096"	"0.9575383952560766"
"197"	"59"	"1.0049191039729781"	"1.0043003300115627"	"0.9865276433101227"	"1.0397805519598025"	"1.0521301789737718"	"1.0559722453386475"	"1.0197251085003771"	"1.0310594242928797"	"1.0495222287368495"	"1.030522519113735"	"1.0442173913808968"	"1.0599617105077872"	"1.042417674439208"	"1.058771289150704"	"1.0520461692276721"	"1.0466545064492945"	"1.0758620460397388"	"1.0686553257002798"	"1.0322521619695058"	"1.0974269613606626"	"1.0791643284288497"	"1.0858101021132085"	"1.0504804775432757"	"1.0898079420474918"	"1.0322356257539063"
"198"	"60"	"1.0115123143126492"	"0.9976513062688294"	"0.986935317158262"	"1.0201274641761233"	"0.9766802858929453"	"0.9631373922555612"	"0.9998616918710646"	"1.0668545821026527"	"1.0173992813877224"	"0.9803633066046966"	"1.0385306201959723"	"0.9850687213502298"	"0.9776084339182443"	"1.0087540599230693"	"1.0327507273609202"	"1.0223747580782152"	"1.0368188699474419"	"0.9789776943985368"	"1.0015947188994978"	"0.9809620012054258"	"1.0115064911730245"	"1.0199324198032431"	"1.0244907027804366"	"1.020963340627665"	"0.9696921720375861"
"199"	"61"	"0.969489601153218"	"1.0208195698993392"	"1.000511768916597"	"0.9971734508497105"	"1.0306642498230403"	"1.014902900999772"	"0.9947457688175615"	"1.0261327988019944"	"1.0296251567395511"	"0.9890374659924611"	"1.025705172885595"	"1.0366243306644498"	"1.0116854224265588"	"1.0156704279019564"	"1.0492813866063528"	"1.0490614116175916"	"1.015705905705834"	"1.0035828469136328"	"1.0324450626678996"	"1.01224074803544"	"1.0306710836497894"	"0.9939219268727225"	"0.9841960948811356"	"1.04863448536848"	"1.044785567107468"
"200"	"62"	"1.0349595929517483"	"1.0268741882767225"	"1.035154183281825"	"1.0408160293889632"	"1.0250063394897533"	"1.064662299863004"	"1.0116106577761346"	"1.0671228718792805"	"1.0513567006398201"	"1.0412229717078405"	"1.0312522670401008"	"1.0916325894038874"	"1.0633940017213441"	"1.0610794176287428"	"1.0192752505692075"	"1.0444076105445337"	"1.0422105783171383"	"1.037941223953877"	"1.060490779150978"	"1.034912015045297"	"1.03879510002976"	"1.0305595219637953"	"1.0869238930764833"	"1.008079168585942"	"1.0681556228102147"
"201"	"63"	"0.9898965602942753"	"0.9629123305080405"	"0.9711717151418189"	"0.9803813773532283"	"0.9434748662145499"	"0.9082760483713916"	"0.9473354550043469"	"0.9846665041812436"	"1.0322338661402213"	"0.9845301299871845"	"1.0109227342059897"	"0.9921969822226967"	"1.0175809646041358"	"1.0086185742964575"	"0.9496741099955763"	"0.9396161595816604"	"1.0102759244250825"	"0.9627889212623787"	"0.9870758276605037"	"0.9816670215999664"	"0.9410469581316715"	"0.9853415524214489"	"1.0144023121692303"	"0.990167208254577"	"0.9913634863828668"
"202"	"64"	"0.9527392598075878"	"0.9369465485093535"	"0.9339900799151456"	"0.9541633431740172"	"0.8808565727302353"	"0.8693632423085498"	"0.8883562367857928"	"0.8966244391135835"	"0.9601314006983375"	"0.928883112381129"	"0.9525048011488066"	"0.9061519210090041"	"0.9267106268172304"	"0.8933638980619659"	"0.9759218156247994"	"0.9708387072451913"	"0.9431254892993487"	"0.9234172031759899"	"0.9244009341873999"	"0.9358985945746512"	"0.9498503260615718"	"0.9216698108481847"	"0.9157515234242037"	"0.9510739987095393"	"0.9067217272278192"
"203"	"65"	"1.0139724552877007"	"0.9740457269560192"	"0.9956374958929937"	"0.9628539142513387"	"0.9832941769662292"	"0.9712651786484335"	"0.9750480602139026"	"1.027419718733915"	"1.028780745373652"	"0.9769322611491809"	"0.987537955959362"	"0.9926325647128595"	"0.9650119450437054"	"1.0404072367183208"	"1.0249648083621117"	"1.0108041831779466"	"1.0037052683735246"	"1.011210276547825"	"0.9991742837656163"	"0.9941153269086959"	"1.0129966937819903"	"1.018362430028407"	"1.0017287026883714"	"1.0363497152564018"	"1.0302004741611221"
"204"	"66"	"0.996535780222379"	"0.9646403089296166"	"0.935822651174161"	"1.013316836543797"	"0.9596429259032015"	"0.9427533333837657"	"0.9529860618907847"	"0.9929026078295989"	"1.0085281453367179"	"0.9326152202140767"	"0.962624651350455"	"0.9841455723025511"	"0.959450283999225"	"0.9671387795779978"	"0.9636578201522433"	"0.9563899447158758"	"0.9171719046348632"	"0.961429393062282"	"0.9467095233197913"	"0.9636673969907915"	"0.937941187078594"	"0.9979334179308299"	"0.9831212128956405"	"1.0011351971428744"	"0.9827816039877719"
"205"	"67"	"1.0406773138084995"	"1.033938389653567"	"1.0243835703900317"	"1.0160943444267487"	"1.0109056742185702"	"0.9830518330880743"	"0.9926656238289412"	"1.0149604463340698"	"1.0402607117739984"	"1.0076129216918845"	"1.0634343081807955"	"1.0187333175982416"	"1.0115153695962948"	"1.0076364167740248"	"1.0272642817206301"	"1.0412718096065925"	"1.0158277473219626"	"1.0124709810748622"	"1.0633998563064297"	"1.0352502319172876"	"0.9945382922199276"	"1.0095431159123416"	"1.0231020783794689"	"1.0338150874559093"	"1.0404038441089611"
"206"	"68"	"0.9486726248373653"	"0.9746464227896097"	"0.9616795986296554"	"0.932024609343774"	"0.947660349778646"	"0.9516677866341647"	"0.9337017747116556"	"0.9856044855648831"	"0.9752414742855144"	"0.9998500155062229"	"0.9520089563202199"	"0.9310405977838315"	"0.9595021929425503"	"0.9662992693032623"	"0.9632997464416925"	"0.949636133389877"	"0.9556570143994582"	"0.9265457291097182"	"0.9745041697389337"	"0.8896506472052128"	"0.9117297710172219"	"0.951672873183694"	"0.9205234541225507"	"0.9439071730467392"	"0.9808872106523269"
"207"	"69"	"1.040384173439828"	"1.0155330037071333"	"1.0293251754098027"	"1.0431556223885674"	"1.0622879052900105"	"1.0252012386430795"	"1.0780561182111086"	"1.059679097958714"	"1.0082508756396962"	"1.04384312909707"	"1.0364302048728922"	"1.0373052628124462"	"1.0356018636558588"	"1.0273734023439138"	"1.037541439492935"	"1.0199579153510314"	"1.070319680706322"	"1.0553584767290867"	"1.039241020497115"	"1.0777518408079187"	"1.1036585490694764"	"1.0665887852298621"	"1.0747261109221682"	"1.0595828534780407"	"1.0497168962183279"
"208"	"70"	"1.0208520678415267"	"1.0329346872928247"	"0.9701003231744763"	"1.004294972003179"	"1.03866803179215"	"1.0567635504838224"	"1.0524211388044302"	"1.0145886944488884"	"1.0496128584925664"	"1.0582648803659322"	"1.0366957142111106"	"1.0363688918991725"	"1.0581466155046961"	"1.026042549702073"	"1.0800465089116502"	"1.0631051984337885"	"1.0499938591005071"	"1.008273032415769"	"1.032314716449889"	"1.0399891480471166"	"1.0593361380925645"	"1.0422377146485764"	"1.029704384558677"	"1.036245102885415"	"1.0401762454505012"
"209"	"71"	"0.9621084764357491"	"0.9388849077637796"	"0.961637715200168"	"0.9790473065795515"	"0.9732970134020175"	"1.0095911594445834"	"0.9782234101221176"	"0.9497048578438504"	"0.9933597278494434"	"1.0263023118974044"	"0.9692892198051134"	"0.9962596651228344"	"0.9945158377800425"	"1.0085001402671259"	"0.9908269577958563"	"0.9891264427380326"	"1.0076351233305045"	"1.008398306332427"	"1.0082166979686737"	"0.9814437354922247"	"0.9826589004692273"	"0.9461054014041747"	"0.9675143011489683"	"1.032715685826325"	"0.9610866079672171"
"210"	"72"	"1.057734416666154"	"1.0474551879354983"	"1.0432276270780796"	"1.0738959810676312"	"1.0380462069886163"	"1.0530435256556447"	"1.0655478651475836"	"1.01640276097766"	"1.053449416700329"	"1.022321734753248"	"1.0302869327884345"	"1.049854774910687"	"1.0332495808680473"	"1.0141917906535076"	"1.005159910411618"	"1.00756860360694"	"1.0355759072959037"	"1.053415934134058"	"1.0077932135713086"	"0.9971354646677635"	"1.0153230572416159"	"1.0204812969207988"	"1.0206995703480752"	"1.0108114475716434"	"1.021997304344017"
"211"	"73"	"0.9697241874394099"	"1.0121364563142585"	"1.0039991578210403"	"0.9466308465698845"	"0.9920134821504263"	"0.986013636045926"	"0.9952392540564733"	"0.9602651198693885"	"0.9440539465377824"	"0.9777087326477989"	"0.9798402698354925"	"0.9866213368306055"	"0.9761699613411833"	"0.9476397580629113"	"0.985465145300983"	"0.9609136946438857"	"0.9569777218827882"	"0.9669116097212892"	"0.9274691423721644"	"0.9637345393393145"	"0.9925982081024124"	"0.9870961636558705"	"0.9771664733343425"	"0.9809489116705744"	"0.9489554964071932"
"212"	"74"	"0.9422593731962117"	"0.9856379615654596"	"0.980614646795895"	"0.9436888403647223"	"0.972379382528795"	"1.0093764128284373"	"0.9714616313373715"	"1.0069863676190198"	"0.937243966189711"	"0.9531039371782281"	"0.9795250972536395"	"0.9672492259481594"	"0.9780078272313371"	"0.9895416171798039"	"0.9945705579689662"	"0.9972908536247327"	"0.9806224546797856"	"0.996349793958818"	"1.01182085061915"	"0.9773260470889835"	"0.9533771069303599"	"0.9357946693524857"	"0.9317382478182803"	"0.9797290918728668"	"0.9813692947286963"
"213"	"75"	"0.951471408734474"	"0.9642275656238267"	"0.9836549818645792"	"1.0135719851487859"	"1.0293050090482527"	"1.0098722455388964"	"1.024467956782835"	"0.9886150299045424"	"0.9665468523209818"	"0.9789936691901552"	"0.9523375531793307"	"0.9374223352604109"	"0.9832627082410031"	"0.9382178960208745"	"0.9495801103673069"	"0.9582355509897416"	"0.9692694000855977"	"1.022257810602896"	"0.9878569146043488"	"1.0050739737918384"	"1.0165417342823524"	"0.9523480183727464"	"0.9543248179735452"	"0.9311083762900222"	"0.923150872108102"
"214"	"76"	"1.014602264521711"	"0.9874956145673245"	"1.026096552388633"	"0.9847181857699034"	"0.9914259177194581"	"1.0092156737107645"	"0.9707961135617992"	"0.9866485474748692"	"0.9310226355562456"	"0.9343445640569579"	"0.9383421868656434"	"0.9448079748328927"	"1.0108677211597359"	"0.9073068441844977"	"0.9757349819320571"	"0.9908817289753992"	"1.0177082947068317"	"0.9991436702173786"	"0.9725841443821891"	"1.013696764932174"	"0.9902318905722005"	"1.0042401552156595"	"0.9822435660176463"	"0.9612170142467971"	"0.9569796243482128"
"215"	"77"	"1.000604115247131"	"1.0043042931575858"	"1.0243761268935738"	"0.9945395007675232"	"0.9989615965723879"	"0.9953680272530421"	"1.022502435914839"	"0.95466256417791"	"1.0029950100377614"	"1.048278438350331"	"0.992851846814831"	"0.9638689579374988"	"0.9615541898039514"	"0.9822016286637534"	"0.9736966626834789"	"0.962670851194153"	"0.9663043818632218"	"0.9853691858944176"	"0.9833048332482598"	"0.9815344392518491"	"0.980152034253091"	"1.0175471317863185"	"0.9836844496977747"	"0.9921008180555578"	"0.958986857439323"
"216"	"78"	"1.0025285489022666"	"0.9976364492384381"	"1.0244628434203749"	"0.9367320642077335"	"0.9913216068688027"	"1.022460033234444"	"0.9859778339492673"	"1.021012662384384"	"1.0410593656144613"	"0.9900498640988081"	"1.0088175243493642"	"0.9884078412254902"	"1.0024822973487046"	"0.9560378466012933"	"0.9718364433356536"	"0.9627801291650928"	"0.9929475175360424"	"0.9459788579616849"	"0.9947215074938589"	"0.9445580584884884"	"0.949809247712937"	"0.9866717524371188"	"0.9844801292797658"	"1.032114667154118"	"0.9880961485993617"
"217"	"79"	"1.0078879224944208"	"0.9665361574213346"	"0.9757292865501047"	"1.003861304879515"	"0.9897104016944875"	"0.9658367707765655"	"0.956858350733102"	"0.966080363167948"	"0.9444800160218443"	"0.9363417802042859"	"0.9567868180456045"	"0.9897062920283349"	"0.9942142665204488"	"1.006592045660521"	"1.000507771922359"	"0.9756807836722332"	"1.0159043169150381"	"0.9895200770059072"	"0.9958342090795794"	"1.0199829109257228"	"0.9849123675601342"	"1.0046098296200714"	"1.0307688099546775"	"0.9996207257234506"	"0.9771904093378442"
"218"	"80"	"0.9924036589862435"	"0.9687525022079881"	"0.9744662225999049"	"1.0036477583837968"	"1.0055343074484127"	"1.051793941660304"	"1.0259268202057963"	"0.9863793295499867"	"0.9886077351611068"	"0.9523674912394757"	"1.0018389127924596"	"0.976259295762327"	"0.9799404001277713"	"0.9753045608585458"	"1.0026788824100594"	"1.0177949680891247"	"1.0068622008805024"	"0.9866828852376712"	"1.0104359242412002"	"0.985477341700088"	"0.9869941445955592"	"0.9596597104295386"	"0.9725858501674048"	"0.9969289078912986"	"1.015369401679787"
"219"	"81"	"1.0077073531545657"	"0.9818570403512545"	"0.9900349406296322"	"1.0384673649413423"	"0.9638214684046088"	"0.9879500627468835"	"0.9896434133247033"	"1.0028218458507152"	"1.023534985784737"	"1.0337775397335789"	"1.0125708394331903"	"1.0219871141176782"	"1.024429226185513"	"1.0149185027620358"	"1.0598352698024045"	"1.0601607638590964"	"1.0567782075291725"	"1.0096390459954296"	"1.046331864097085"	"1.0102260430118115"	"1.0308916785830005"	"1.0080434079312912"	"1.0355246392780533"	"1.0636307700615226"	"1.0119595284110674"
"220"	"82"	"1.0395458630233971"	"0.9989532740177783"	"1.002409719277634"	"0.9989884343740902"	"0.9743393801426201"	"0.9392752384549782"	"0.9583483555227198"	"0.9887391931751722"	"1.0813882738026028"	"1.0320675566811142"	"1.0515469052155324"	"1.070415223644303"	"1.0198376127528348"	"1.016268633714668"	"1.0501924939807372"	"1.0407627295212767"	"1.0562925571404127"	"0.9983314432156724"	"1.0397406651598056"	"1.0397715803801904"	"1.0210636035036706"	"1.0594255736509612"	"1.0663953034651845"	"1.0330837713132053"	"1.0327668161035344"
"221"	"83"	"0.9459274335978979"	"0.9605693887120104"	"0.9436901548703698"	"0.9384821606799055"	"0.9448807560385888"	"0.9336931985192722"	"0.9947810728053026"	"0.9111252854971195"	"0.9317500659053533"	"0.9390868726214454"	"0.9930026650294481"	"0.908018169538084"	"0.9267897809772412"	"0.9419032177288027"	"0.9511158681399805"	"0.958190085522609"	"0.9501506543378934"	"0.9568611157349823"	"0.9462724600494142"	"0.9824644773663816"	"0.9994485311401203"	"0.9777648535317246"	"0.9725124399543176"	"0.9636828660480429"	"0.9785532880757268"
"222"	"84"	"0.9867149810846044"	"0.9634571509176438"	"0.9664966487024497"	"0.9720128336311468"	"0.9474458268060719"	"0.9714722846381036"	"0.9373204981203951"	"0.9726222056957505"	"0.9655615815946049"	"0.9416550028033651"	"0.9671572718837624"	"0.9270231819107593"	"0.9306791309920208"	"0.9577120515010098"	"1.0095664849120147"	"1.0147185663757305"	"0.9743260944563705"	"1.0172449829358594"	"0.9980307626983265"	"1.0173824544307581"	"0.981046664961275"	"0.9788187767160939"	"0.9377406412699785"	"0.9886724469650741"	"0.9607506682581223"
"223"	"85"	"0.9743779733461051"	"0.9650812821082503"	"0.9968116536283941"	"0.9342193903639476"	"0.9414020175584149"	"0.9500064676424158"	"0.957443136326066"	"0.938264066915743"	"0.9728679874887012"	"0.9726867355459101"	"0.9738536251772953"	"0.9322282442270262"	"0.9475290635591851"	"0.9343223100153756"	"0.9235537503559654"	"0.9368469204722811"	"0.8965167157583372"	"0.9808834632885934"	"0.9549584433767627"	"0.9420145271441852"	"0.9680788749811201"	"1.0137386882797284"	"0.9782563211053137"	"0.9543322451977146"	"0.9335672505343429"
"224"	"86"	"1.030783165403275"	"1.0280761967782022"	"1.049115415290448"	"0.9898922338196079"	"0.972410655102944"	"0.982858441613385"	"0.9911287682177436"	"1.034532504959175"	"0.9902161495965935"	"0.9804668349797039"	"0.991469686015508"	"1.021522581970527"	"1.0233237572415455"	"0.9925345957186149"	"0.9797860633301176"	"0.9845772175767028"	"0.9835791878254221"	"0.9504353241382256"	"1.043218986745527"	"0.9829875499938835"	"0.9885923310598167"	"0.9773478758618717"	"1.0015032994436095"	"1.0070118502402174"	"0.9834341696227575"
"225"	"87"	"1.0390428087562567"	"1.041366437832004"	"1.0252762349185223"	"1.0293425343200722"	"1.048323812695006"	"1.0324536432354667"	"1.068208474316687"	"1.0930587472285251"	"1.0571088128892363"	"1.0962444933891147"	"1.0457512874162784"	"1.064108109975867"	"1.028818220379412"	"1.0717748515726901"	"1.0641483478629803"	"1.0664433744295474"	"1.0411398342766767"	"1.0699465390159535"	"1.055294560262238"	"1.0312059959274158"	"1.0303077763502948"	"1.03877825602091"	"1.0417891668882255"	"1.0583311336842183"	"1.0467556939577882"
"226"	"88"	"0.9520962416094981"	"0.941716069413412"	"0.9530063147852843"	"0.9537877222837385"	"0.9833766207049687"	"1.0280431455434003"	"0.9717563627344534"	"0.9823962655200164"	"0.9343535747586874"	"0.9250014472821549"	"0.960841074037177"	"0.9252801621382944"	"0.9462844552638524"	"0.9610701067577092"	"0.9527866824854837"	"0.9454331300723269"	"0.9663814209165378"	"0.9279924926186264"	"0.9335409495950068"	"0.9283261556887061"	"0.9593143501324901"	"0.9589666480531087"	"0.9788523072095743"	"0.9468838891628759"	"0.9496953919607246"
"227"	"89"	"0.9554027081081515"	"0.9648318638424317"	"0.9543657177978402"	"0.9890392661339662"	"0.93502363298471"	"0.9166085554046889"	"0.9370068064749899"	"0.9343364294800921"	"0.9469362654378786"	"0.9506012336440298"	"0.9488133132634207"	"0.9700277432930856"	"1.0059247180737165"	"0.9579218098111579"	"0.9811889329765408"	"0.9666242355367172"	"0.9874828828738756"	"0.9198888727282815"	"0.9387098004903262"	"0.9170826423708742"	"0.9509146924901055"	"0.9389080087568689"	"0.9352018871378791"	"0.9579230499068142"	"0.937075814124893"
"228"	"90"	"0.9888684044014703"	"1.0022226041081814"	"1.0179499084994326"	"0.9811046510014843"	"1.019259875542197"	"1.042901217207863"	"1.0201880045927223"	"0.9858421997546599"	"1.023948844693961"	"1.0244202621112628"	"1.0098622344610113"	"1.045777058585986"	"1.0473537246747902"	"1.020031492481097"	"1.0500107722526137"	"1.0556825932506582"	"1.0538488805869073"	"0.9934980809016558"	"1.0243364511838375"	"1.0190505946785056"	"1.0309939785473576"	"1.0007461725851245"	"0.996352873863059"	"1.0035000195456658"	"1.0302904576478742"
"229"	"91"	"0.9884401929149971"	"1.00946846973927"	"0.9968869970237707"	"1.0389453050155084"	"1.0348959388350492"	"1.0064733714377594"	"1.0267516031072208"	"0.9623118347840877"	"1.0029430420370522"	"1.040369176880426"	"0.9649372782605056"	"0.9990986961577748"	"1.0046679647740382"	"1.0404341705687998"	"0.983095508731392"	"0.9861036472800337"	"1.0023633886152274"	"1.0046740818078623"	"1.0050346789185054"	"1.0283556449545037"	"1.0151092506337394"	"1.018541995867934"	"1.020106811117644"	"1.006238382432625"	"0.9829968090335002"
"230"	"92"	"1.0105115458079843"	"1.051875703705904"	"1.0500787344853504"	"1.0066801565261332"	"1.0621088995553523"	"1.0419582918830665"	"1.0186160078842716"	"1.02901080501445"	"1.0190086872185558"	"1.0298967026220802"	"1.0205955517164853"	"1.0676137201747011"	"1.0314410635050306"	"1.024640455594541"	"0.9994993582451603"	"0.9956424030789174"	"0.9900119526079567"	"1.017654006432637"	"1.0395704159270507"	"1.0299743026667394"	"0.9885193738782679"	"1.014347822549777"	"1.0165774596593091"	"0.9959909925674124"	"1.0147352554166407"
"231"	"93"	"1.0323932599488945"	"1.038002856850069"	"1.029191456272334"	"1.0329462480737464"	"1.0210908000509251"	"1.0110582065186031"	"1.0550329183198515"	"1.029950325301006"	"1.0387052926456977"	"1.0031113435958101"	"0.9996598678686975"	"1.030368324620576"	"1.045544169420481"	"1.0251608034131685"	"1.0527621009022048"	"1.0607525605225456"	"1.0410107713429806"	"1.0725909461598828"	"1.0500043462751947"	"1.0049805579372133"	"1.0374182715917726"	"1.0722338975825232"	"1.0303028422609275"	"0.9917329479679795"	"1.0032810952595377"
"232"	"94"	"0.9757675285396795"	"1.0011609081353772"	"1.004215705643357"	"0.996886636449308"	"1.0242460363899142"	"1.018495891333394"	"0.9846915511776646"	"1.0098333012963223"	"0.9943826437242967"	"1.0007393522703951"	"1.013857395517894"	"0.9649766377123304"	"0.9566895655500713"	"1.0018252705045025"	"0.9743474294946871"	"0.952754478606363"	"0.9622031946467134"	"1.0112770578785713"	"0.9866205554234303"	"1.0215656409323761"	"0.972451289525876"	"0.9687946237225127"	"0.9793138916329717"	"0.9773685461137279"	"1.0129851290696277"
"233"	"95"	"0.9821942199926545"	"1.0151735996005737"	"0.994498801946761"	"0.9917483827160585"	"1.0029666037114278"	"0.9611427096397755"	"0.9882588588934811"	"0.9870483269057674"	"0.9598195454308217"	"0.9852647174353766"	"0.9485715801658582"	"0.966858728230493"	"1.0228271318194428"	"0.9557233156745467"	"0.980523871141164"	"0.9782944999700626"	"1.0095671508208677"	"1.0159104897637015"	"0.9936457066928599"	"1.027937906291439"	"1.0368145123821901"	"0.9447849865295659"	"0.964063019705222"	"0.9807953655539955"	"0.9993007530954735"
"234"	"96"	"0.9836273684598659"	"0.9863352547162554"	"0.989283912280424"	"0.9961970380716106"	"0.9795396915152871"	"0.9946981538093235"	"0.9756912517689145"	"0.9569265555532382"	"0.9640056558780045"	"1.0095295232996444"	"0.9635152023970711"	"0.9190459417489882"	"0.9635755443567734"	"0.9226228598165324"	"0.9549770203830733"	"0.9461240430533787"	"0.9650150856144322"	"0.9633480286378729"	"0.9611076946376751"	"0.9901909826921645"	"1.0026499303581093"	"0.9377118096542383"	"0.961753828302231"	"0.9596578923361884"	"0.9593549217525453"
"235"	"97"	"0.9885516232947208"	"0.9805767291108655"	"0.9655430367401066"	"0.9782278734761221"	"0.9534376134417859"	"0.9498792201932862"	"0.9817417251080588"	"0.9878234593216897"	"0.9639684123655121"	"0.9986883187244735"	"0.9615154890775035"	"0.9924785160015521"	"0.946123445534485"	"0.984100067422601"	"0.9684004925633072"	"0.9729109319010818"	"0.9807123135704543"	"0.952982264292486"	"0.9620417378299758"	"0.9900368281747607"	"0.9650473586976399"	"0.9732781351311426"	"0.9886651552288273"	"0.97557117369469"	"0.9629823971037903"
"236"	"98"	"0.986712785103919"	"1.0349846036766936"	"1.023562495006764"	"1.0021766975169497"	"1.0634268622786158"	"1.0544075881140629"	"1.0282951885756826"	"1.0390094854012293"	"0.9867536064074985"	"1.0398121482182408"	"1.020161804778883"	"1.0337194976894002"	"0.9931060285942439"	"1.019901336714704"	"0.9964120441752852"	"1.002705168787731"	"0.98487742539684"	"1.0449028711389412"	"0.974855089122353"	"1.0368615897455231"	"1.0375708061765532"	"0.9876388956850107"	"0.9924347930008348"	"0.9885916571518119"	"1.0254308762410427"
"237"	"99"	"0.9796706539630989"	"0.9984308102946953"	"1.000281616372146"	"1.007996562444893"	"0.9939669517856209"	"0.9749296319704579"	"1.0040470260894598"	"0.9798120561913255"	"1.0145625199796786"	"1.0053967821857903"	"1.0055904106077909"	"0.9987308932085565"	"1.013125768451213"	"1.0062351627604307"	"1.010641771687978"	"1.0061555542230358"	"0.9711341115501334"	"0.9654453546636746"	"1.0036749141263426"	"0.9419902204285847"	"0.9793012014825687"	"0.9689460047015276"	"0.9771813692538687"	"0.9958995693800661"	"0.9882530895942077"
"238"	"100"	"0.9517472572841984"	"0.9459017383098438"	"0.9508479263605285"	"0.9715292415390472"	"1.0051969685728257"	"0.997391838215973"	"0.9754654257828256"	"0.9595210232194299"	"0.9313702041883251"	"0.9198833728360851"	"0.9459694338962917"	"0.9480762762752473"	"0.9725423171595222"	"0.9949474213374826"	"0.9756200823050821"	"0.9847338395515676"	"0.9832961643137127"	"0.9964416473291122"	"0.9632839849626084"	"1.019488140751601"	"0.9998818227756318"	"0.9726200149290272"	"0.9787817672306388"	"0.9710678871279669"	"0.9957328657849348"
"239"	"101"	"1.023292391671971"	"1.0454823696408257"	"1.0226071084232846"	"1.0865146256601619"	"0.9872014379670295"	"1.0036717430296032"	"0.9866919189453602"	"1.032268973270282"	"1.0379268439824627"	"1.0367252930325237"	"1.0225806209246044"	"1.062578801004751"	"1.0295604300204713"	"1.036681560706522"	"1.0175159018515125"	"1.0245574569358358"	"1.0328206578672448"	"1.037130193111797"	"1.0250636071383359"	"1.016330396038453"	"0.9880833921174768"	"1.0482158832143185"	"1.0536433079759013"	"1.0380839951338514"	"1.0183660118226274"
"240"	"102"	"1.0180326973762104"	"1.0248727906967987"	"1.0461223887251274"	"1.0030410213506222"	"1.0063826195691006"	"1.0128664973901453"	"0.9943627100375754"	"1.0403592374233317"	"1.067625977653299"	"1.0692934902629716"	"1.0537459376828298"	"0.9911720021840065"	"0.9899469800380573"	"1.034987270895967"	"0.982767454381212"	"0.9775390788877123"	"0.9940003708073345"	"1.0092056179702358"	"1.0080833846674366"	"1.0151295771405993"	"1.0004665404563091"	"1.0497032918536806"	"1.0428366042657298"	"0.9989001012243572"	"1.0267742314846378"
"241"	"103"	"1.0033645790754662"	"1.0228617941086415"	"0.9877979639888937"	"0.9922095701463549"	"1.0316431827973274"	"1.0295108421852235"	"1.0323527579323646"	"1.0122314208370273"	"1.0414736782026737"	"1.0093629555504522"	"1.0430890530372043"	"0.9945921285329012"	"0.9677851997808409"	"1.0114834663269878"	"1.0274575104498964"	"1.0259964725533908"	"0.9927366226619754"	"1.056447205852024"	"1.0550482874936813"	"1.0194727189554094"	"1.0114172487238433"	"1.0410724624780132"	"1.033901786966376"	"1.0462326906208863"	"1.0305518137174399"
"242"	"104"	"1.032333085785421"	"0.9817336293704444"	"0.9992924216568048"	"0.9954949314140586"	"1.0427171163450513"	"1.0342343787964605"	"1.039788686621649"	"1.0201895826211258"	"1.0160355996873194"	"1.012660737726632"	"0.9822293343400161"	"1.0311511238474795"	"0.9974321027436023"	"1.0553446719172324"	"0.9930879492683248"	"0.9884753873571687"	"0.9787469135696005"	"1.0408052364757823"	"1.0012614904843296"	"1.0450095489554683"	"1.006838714885609"	"0.9934629833585351"	"1.0098357827171125"	"0.9885980394709117"	"1.0176445993301797"
"243"	"105"	"0.9865404765447343"	"0.9734813088568857"	"0.9953376855274999"	"0.9855993635910715"	"0.9544211769400746"	"0.931134485793649"	"0.9526675079131425"	"1.0017698830770818"	"0.9966383974466329"	"0.9660000138685095"	"0.9892813859941212"	"0.9946566897456912"	"0.9976910812218874"	"1.001839914273848"	"1.0294364303668082"	"1.0341283189489088"	"1.0272255522555336"	"0.9753754910651105"	"0.9863378210543113"	"0.9811837116607458"	"0.9548783619905891"	"0.9776567237864139"	"0.9622134031601706"	"0.9980986533004507"	"1.0078148923379926"
